SITE,TRANSECT,HAB_TYPE,ANNOTATOR,QUAD_N,METER_MARK,T_Q,CORAL_CODE,BITE_CATEG,CONDITION,NUMBER_BIT,OVERLAP_SC,METHOD,DEPTH,AVG_OVERLAP,CCAH,CCAR,LESP,LSCU,MACR,MCAP,MOBF,MPAT,PCOM,PDAM,PDUE,PGRA,PMAS,PMEA,PVAR,SED_SAND,SP,TUN,TURFH,TURFR,UI,UNKN,Weight,ZO,Hard coral,Other,Weights&unkown,
KAN,KAN5,AGR,DED,1,1,KAN5_Q1,PCOM,SCRAP,HEAL,18,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2571,0.0000,0.0000,0.1714,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.4857,0.0000,
KAN,KAN5,AGR,DED,1,1,KAN5_Q1,PCOM,SCRAP,NEW,2,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2571,0.0000,0.0000,0.1714,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.4857,0.0000,
KAN,KAN5,AGR,DED,1,1,KAN5_Q1,PCOM,SCRAP,OLD,3,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2571,0.0000,0.0000,0.1714,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.4857,0.0000,
KAN,KAN5,AGR,DED,1,1,KAN5_Q1,PCOM,SCSP,HEAL,3,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2571,0.0000,0.0000,0.1714,0.0286,0.0000,0.0000,0.0000,0.0000,0.5143,0.4857,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,MCAP,SCRAP,NEW,2,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,MCAP,SCSP,HEAL,1,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,PCOM,EXCAV,HEAL,1,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,PCOM,EXCAV,NEW,1,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,PCOM,SCRAP,HEAL,12,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,PCOM,SCRAP,NEW,1,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,PCOM,SCRAP,OLD,4,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,2,4,KAN5_Q2,PCOM,SCSP,HEAL,11,1,ARC,10.0,1.00,0.0286,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7714,0.2286,0.0000,
KAN,KAN5,AGR,DED,3,7,KAN5_Q3,MPAT,SCRAP,OLD,2,1,ARC,10.0,1.00,0.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0571,0.0000,0.0000,0.3714,0.5714,0.0571,
KAN,KAN5,AGR,DED,3,7,KAN5_Q3,PCOM,EXCAV,HEAL,1,1,ARC,10.0,1.00,0.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0571,0.0000,0.0000,0.3714,0.5714,0.0571,
KAN,KAN5,AGR,DED,3,7,KAN5_Q3,PCOM,SCRAP,HEAL,13,1,ARC,10.0,1.00,0.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0571,0.0000,0.0000,0.3714,0.5714,0.0571,
KAN,KAN5,AGR,DED,3,7,KAN5_Q3,PCOM,SCRAP,OLD,3,1,ARC,10.0,1.00,0.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0571,0.0000,0.0000,0.3714,0.5714,0.0571,
KAN,KAN5,AGR,DED,3,7,KAN5_Q3,PCOM,SCSP,HEAL,5,1,ARC,10.0,1.00,0.2286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0571,0.0000,0.0000,0.3714,0.5714,0.0571,
KAN,KAN5,AGR,DED,4,10,KAN5_Q4,MCAP,SCRAP,HEAL,1,1,ARC,10.0,1.00,0.3714,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0286,0.0000,0.0000,0.2286,0.7429,0.0286,
KAN,KAN5,AGR,DED,4,10,KAN5_Q4,MPAT,SCSP,HEAL,2,1,ARC,10.0,1.00,0.3714,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0286,0.0000,0.0000,0.2286,0.7429,0.0286,
KAN,KAN5,AGR,DED,4,10,KAN5_Q4,PCOM,SCRAP,HEAL,12,1,ARC,10.0,1.00,0.3714,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0286,0.0000,0.0000,0.2286,0.7429,0.0286,
KAN,KAN5,AGR,DED,4,10,KAN5_Q4,PCOM,SCRAP,OLD,4,1,ARC,10.0,1.00,0.3714,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0286,0.0000,0.0000,0.2286,0.7429,0.0286,
KAN,KAN5,AGR,DED,4,10,KAN5_Q4,PCOM,SCSP,HEAL,5,1,ARC,10.0,1.00,0.3714,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0286,0.0000,0.0000,0.2286,0.7429,0.0286,
KAN,KAN5,AGR,DED,4,10,KAN5_Q4,PMAS,SCSP,HEAL,1,1,ARC,10.0,1.00,0.3714,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0286,0.0000,0.0000,0.2286,0.7429,0.0286,
KAN,KAN5,AGR,DED,5,13,KAN5_Q5,MCAP,SCRAP,NEW,1,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.7714,0.0000,
KAN,KAN5,AGR,DED,5,13,KAN5_Q5,MPAT,SCRAP,NEW,1,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.7714,0.0000,
KAN,KAN5,AGR,DED,5,13,KAN5_Q5,MPAT,SCRAP,OLD,1,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.7714,0.0000,
KAN,KAN5,AGR,DED,5,13,KAN5_Q5,MPAT,SCSP,HEAL,5,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.7714,0.0000,
KAN,KAN5,AGR,DED,5,13,KAN5_Q5,PCOM,SCSP,HEAL,1,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0286,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.7714,0.0000,
KAN,KAN5,AGR,DED,6,16,KAN5_Q6,PCOM,EXCAV,HEAL,4,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0571,0.0000,0.0000,0.8571,0.0857,0.0571,
KAN,KAN5,AGR,DED,6,16,KAN5_Q6,PCOM,SCRAP,HEAL,3,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0571,0.0000,0.0000,0.8571,0.0857,0.0571,
KAN,KAN5,AGR,DED,6,16,KAN5_Q6,PCOM,SCRAP,OLD,3,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0571,0.0000,0.0000,0.8571,0.0857,0.0571,
KAN,KAN5,AGR,DED,6,16,KAN5_Q6,PCOM,SCSP,HEAL,3,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0571,0.0000,0.0000,0.8571,0.0857,0.0571,
KAN,KAN5,AGR,DED,7,19,KAN5_Q7,PCOM,EXCAV,HEAL,1,1,ARC,10.0,1.00,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0571,0.0000,0.0000,0.6571,0.2857,0.0571,
KAN,KAN5,AGR,DED,7,19,KAN5_Q7,PCOM,SCRAP,HEAL,3,1,ARC,10.0,1.00,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0571,0.0000,0.0000,0.6571,0.2857,0.0571,
KAN,KAN5,AGR,DED,7,19,KAN5_Q7,PCOM,SCSP,HEAL,13,1,ARC,10.0,1.00,0.0857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0571,0.0000,0.0000,0.6571,0.2857,0.0571,
KAN,KAN6,AGR,DED,1,1,KAN6_Q1,PCOM,SCRAP,HEAL,7,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0286,0.0000,0.0000,0.8286,0.1429,0.0286,
KAN,KAN6,AGR,DED,1,1,KAN6_Q1,PCOM,SCRAP,NEW,2,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0286,0.0000,0.0000,0.8286,0.1429,0.0286,
KAN,KAN6,AGR,DED,1,1,KAN6_Q1,PCOM,SCRAP,OLD,10,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0286,0.0000,0.0000,0.8286,0.1429,0.0286,
KAN,KAN6,AGR,DED,1,1,KAN6_Q1,PCOM,SCSP,HEAL,5,1,ARC,10.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1429,0.0000,0.0000,0.0286,0.0000,0.0000,0.8286,0.1429,0.0286,
KAN,KAN6,AGR,DED,2,4,KAN6_Q2,PCOM,EXCAV,HEAL,1,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4286,0.5429,0.0286,
KAN,KAN6,AGR,DED,2,4,KAN6_Q2,PCOM,EXCAV,OLD,2,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4286,0.5429,0.0286,
KAN,KAN6,AGR,DED,2,4,KAN6_Q2,PCOM,SCRAP,HEAL,6,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4286,0.5429,0.0286,
KAN,KAN6,AGR,DED,2,4,KAN6_Q2,PCOM,SCRAP,NEW,1,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4286,0.5429,0.0286,
KAN,KAN6,AGR,DED,2,4,KAN6_Q2,PCOM,SCRAP,OLD,4,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4286,0.5429,0.0286,
KAN,KAN6,AGR,DED,2,4,KAN6_Q2,PCOM,SCSP,HEAL,4,1,ARC,10.0,1.00,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.0286,0.0000,0.0000,0.4286,0.5429,0.0286,
KAN,KAN6,AGR,DED,3,7,KAN6_Q3,PCOM,EXCAV,HEAL,3,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.6571,0.0000,
KAN,KAN6,AGR,DED,3,7,KAN6_Q3,PCOM,EXCAV,NEW,2,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.6571,0.0000,
KAN,KAN6,AGR,DED,3,7,KAN6_Q3,PCOM,SCRAP,HEAL,5,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.6571,0.0000,
KAN,KAN6,AGR,DED,3,7,KAN6_Q3,PCOM,SCRAP,OLD,1,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.6571,0.0000,
KAN,KAN6,AGR,DED,3,7,KAN6_Q3,PCOM,SCSP,HEAL,4,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.6571,0.0000,
KAN,KAN6,AGR,DED,4,10,KAN6_Q4,PCOM,EXCAV,HEAL,8,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0857,0.0000,0.0000,0.4286,0.4857,0.0857,
KAN,KAN6,AGR,DED,4,10,KAN6_Q4,PCOM,EXCAV,NEW,2,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0857,0.0000,0.0000,0.4286,0.4857,0.0857,
KAN,KAN6,AGR,DED,4,10,KAN6_Q4,PCOM,SCRAP,HEAL,5,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0857,0.0000,0.0000,0.4286,0.4857,0.0857,
KAN,KAN6,AGR,DED,4,10,KAN6_Q4,PCOM,SCRAP,OLD,3,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0857,0.0000,0.0000,0.4286,0.4857,0.0857,
KAN,KAN6,AGR,DED,4,10,KAN6_Q4,PCOM,SCSP,HEAL,2,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0000,0.0857,0.0000,0.0000,0.4286,0.4857,0.0857,
KAN,KAN6,AGR,DED,5,13,KAN6_Q5,MPAT,SCRAP,NEW,1,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0286,0.3143,0.0000,0.0000,0.0571,0.0286,0.0000,0.1143,0.8000,0.0857,
KAN,KAN6,AGR,DED,5,13,KAN6_Q5,PCOM,SCRAP,HEAL,1,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0286,0.3143,0.0000,0.0000,0.0571,0.0286,0.0000,0.1143,0.8000,0.0857,
KAN,KAN6,AGR,DED,5,13,KAN6_Q5,PCOM,SCSP,HEAL,1,1,ARC,10.0,1.00,0.4000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0000,0.0000,0.1143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.0286,0.3143,0.0000,0.0000,0.0571,0.0286,0.0000,0.1143,0.8000,0.0857,
KAN,KAN6,AGR,DED,6,16,KAN6_Q6,PCOM,SCRAP,HEAL,2,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2857,0.6857,0.0286,
KAN,KAN6,AGR,DED,6,16,KAN6_Q6,PCOM,SCRAP,NEW,1,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2857,0.6857,0.0286,
KAN,KAN6,AGR,DED,6,16,KAN6_Q6,PCOM,SCRAP,OLD,2,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2857,0.6857,0.0286,
KAN,KAN6,AGR,DED,6,16,KAN6_Q6,PCOM,SCSP,NEW,2,1,ARC,10.0,1.00,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.0286,0.0000,0.0000,0.2857,0.6857,0.0286,
KAN,KAN6,AGR,DED,7,19,KAN6_Q7,PCOM,SCRAP,HEAL,5,1,ARC,10.0,1.00,0.2571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0000,0.0000,0.1429,0.0000,0.0000,0.3714,0.4857,0.1429,
KAN,KAN6,AGR,DED,7,19,KAN6_Q7,PCOM,SCRAP,OLD,2,1,ARC,10.0,1.00,0.2571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2286,0.0000,0.0000,0.1429,0.0000,0.0000,0.3714,0.4857,0.1429,
KEW,KEW1,PPR,RML,1,1,KEW1_Q1,NONE,NONE,NONE,0,0,ARC,31.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000,0.0000,0.0000,0.7429,0.0000,0.0000,0.0000,0.0571,0.0000,0.0000,0.9429,0.0571,
KEW,KEW1,PPR,RML,2,4,KEW1_Q2,NONE,NONE,NONE,0,0,ARC,31.0,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0000,0.0000,0.6571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,
KEW,KEW1,PPR,RML,3,7,KEW1_Q3,PMEA,SCRAP,HEAL,5,1,ARC,31.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3429,0.0571,0.0286,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,
KEW,KEW1,PPR,RML,4,10,KEW1_Q4,PMEA,SCRAP,HEAL,17,2,ARC,31.0,2.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.0286,0.0286,0.0000,0.7143,0.1143,0.0000,0.0000,0.0286,0.0000,0.0857,0.8857,0.0286,
KEW,KEW1,PPR,RML,5,13,KEW1_Q5,PMEA,SCRAP,HEAL,4,1,ARC,31.0,1.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.2000,0.0000,0.0000,0.6571,0.1143,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
KEW,KEW1,PPR,RML,6,16,KEW1_Q6,MPAT,SCRAP,HEAL,15,2,ARC,31.0,1.83,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.0000,0.1714,0.0000,0.0000,0.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0286,0.9714,0.0000,
